TITLE	CATEGORY
Dem Mayors In Red States To Fight Climate Change As GOP Leaders Question  ...	t
Miley Cyrus Opts Out Of VMA Acceptance Speech To Advocate For Homeless  ...	e
Honda Q1 profit rises 7 pct, beats estimates on cost cuts, Japan sales	b
UPDATE 2-AbbVie presses case for Shire deal and urges talks	b
Tyson profit misses, shares fall 9 percent on growth jitters	b
Energy scare good for oil stocks in the short term	b
REFILE-UPDATE 2-State high court rules NYC ban on large sodas is illegal	m
UPDATE 2-Fed mulls policy exit, eyes October end of asset purchases	b
US official warns banks of lawsuits over mortgage misconduct	b
US STOCKS SNAPSHOT-S&P 500 ends flat as Fed in no rush to raise rates	b
Taiwan's HTC Q2 profit T$2.26 bln, slightly above estimates	b
MERS Cases Spike As Virus Makes First Appearance In Egypt	m
MOUNTAIN VIEW, Calif. (AP) — Trips down memory lane are now available on  ...	t
CORRECTED-Britain's greenhouse gas emissions down 1.9 pct in 2013: govt	b
Germany prefers Siemens tie-up with Alstom to GE deal - source	b
Climate Change Is on the Ballot	t
US STOCKS-Dow pops above 17000, S&P 500 at record as jobs jump	b
REFILE-Banks to be hit with Microsoft costs for running outdated ATMs	t
REFILE-FOREX-Yen grinds lower as global stocks rally, dollar holds steady	b
GLOBAL MARKETS-Asian shares wither as Iraq crisis dims mood	b
UPDATE 5-IBM's quarterly revenue sinks to 5-year low as hardware sales fall	b
CORRECTED-UPDATE 1-ADM buys ingredients company Wild Flavors for  ...	b
UPDATE 3-Weir Group proposes tie-up with Finland's Metso	b
Gwyneth Paltrow is taking a bit of break from acting to focus on her kids.	e
CORRECTED-Shire, AbbVie to announce $53 billion merger by Friday -sources	b
UC President Janet Napolitano 'Shocked' About Mass Murder Rampage	e
UPDATE 2-US trade deficit narrows, but not enough to help GDP	b
The Least Obese US Metro Area Is...	m
Now You Can Text 911 In Some Places	t
T-Mobile US CFO says industry consolidation is inevitable	t
S.Africa stocks end lower after volatile session	b
UPDATE 1-NY Attorney General probing Herbalife - report	b
Thomas Piketty Is No. 1 On Amazon Right Now	b
Google Really, Really Wants To Trademark The Word 'Glass'	t
UPDATE 1-Alibaba names partnership members in new IPO prospectus	b
UPDATE 5-Japan, Australia clinch trade deal as US-Tokyo talks heat up	b
US STOCKS SNAPSHOT-Wall Street tumbles on Fed rate angst	b
Apple Settles E-book Antitrust Case With States, Consumers	t
Herbalife lifts 2014 earnings outlook; cuts dividend to boost share buyback	b
'How I Met Your Mother' Theme Song Gets An 8-Bit Makeover	e
CORRECTED-UPDATE 1-Commercial US cargo ship reaches space station	t
Belle Knox, Duke Porn Star, Talks 'The View': I Have A Friend In Whoopi Goldberg	e
UPDATE 1-Spanish consumer prices fall at fastest pace since Oct 2009	b
TREASURIES-Prices inch up on soft US data; 30-year bond sale looms	b
Top Ten Best-Selling Ebooks -- Week of May 31	b
FOREX-Euro drops to 3-week low on ECB easing talk, kiwi strong	b
NEW YORK (AP) — Annie Baker's 'The Flick' has won the 2014 Pulitzer Prize for  ...	e
UPDATE 1-JPMorgan CEO Dimon says has curable throat cancer	b
UPDATE 7-Oil inches up as signs of healthy supply tempered by Libya	b
UPDATE 1-German unemployment falls far more than forecast in April	b
Pfizer Chases AstraZeneca In Effort To Launch Biggest Ever Foreign Takeover  ...	b
We're Learning More From Stephen Colbert Than The Actual News, Study Says	e
Missing Plane Searchers Checking Latest Objects For Link To Malaysia Jet	b
Landmark Alzheimer's Study Pinpoints Protein That Protects Aging Brain	m
UPDATE 5-Ebola patient coming to US as aid workers' health worsens	m
The Best of Summer 2014: 'Dawn of the Planet of the Apes'	e
UPDATE 1-Siemens and Mitsubishi finalise Alstom offer	b
Japan May core machinery orders unexpectedly fall 19.5 pct mth/mth	b
Mother's Day for the Those in Denial	e
Softbank's Pitch to Regulators Paints False Picture of US Wireless	t
Europe shares extend rally on US jobs, ECB policy talk	b
GLOBAL MARKETS-US falls after Yellen comments, ECB lifts Europe	b
Better labor, inflation data likely temporary: Fed's Kocherlakota	b
GM employees under probe for defective ignition switch - sources	t
UPDATE 4-Honda and others recall nearly 3 mln vehicles over air bag flaw	t
Robin Thicke, Please Check Your White Privilege	e
The Ultimate Tequila Playlist For Cinco De Mayo	e
Joan Rivers Slams Lena Dunham's Weight, Says Her Message Is 'Stay Fat. Get  ...	e
Jessica Simpson Is Officially Married To Eric Johnson	e
US STOCKS SNAPSHOT-Wall St edges up on Intel but posts weekly decline	b
Stephen Colbert Strikes Back After Bill O'Reilly Calls Him A 'Fanatic'	e
NSA Knew About And 'Exploited' Heartbleed For Years: Bloomberg	t
China's money rates slip, offer no signs of monetary policy change	b
'Noah' Film Receives Praise From Christian Evangelicals Unfazed By 'Creative  ...	e
These New Robots Can Report The News	t
UPDATE 3-GM recalls 1.5 mln more vehicles; CEO says 'terrible things happened'	b
GLOBAL ECONOMY-China's factories spring to life as global trade reawakens	b
Tom Cruise, Laura Prepon Rumored To Be Dating Even Though They've  ...	e
INSIGHT-In California drought, big money, many actors, little oversight	b
Mother's Day and Birthdays: A Wish for Young Women	m
'My Big Fat Greek Wedding' Sequel In The Works From Nia Vardalos	e
UPDATE 2-Apple again seeks decisive US court ruling against Samsung	t
ECB says will prime QE, but far from pulling trigger yet	b
AC/DC Retirement Rumors Swirl Around Malcolm Young's Health	e
Shoppers Boycott 'Big Bad' Amazon, Head To Walmart.com	b
US housing finance regulator should consider suing firms-watchdog	b
Basically Every Big Internet Firm Signs Letter Against FCC's Net Neutrality Plan	t
Paparazzo Seeks To Boost Damages In Justin Bieber Lawsuit	e
Apple WWDC: Good News for iPhone Users, Bad News for Developers	t
Door-To-Door Mail Would Stop For Millions Under Proposed Law	b
RPT-Spare cash in euro zone falls below 100 billion euro threshold	b
Leaked iPhone 6 Photos Appear To Show New Design In All Its Thin, Rounded  ...	t
RPT-UK to sell shares worth $6.9 billion in Lloyds Banking Group	b
US STOCKS-Wall St recedes from record, cyclicals fall	b
Morgan Stanley eyes compensation cuts for financial advisers: sources	b
Watch Out For 'Game Of Thrones' Spoilers From Conan O'Brien	e
Amazon To Release FREE Netflix Competitor: WSJ	t
US judge to hold hearing Friday in Argentina bond dispute	b
Clearer Protections for Clean Water	b
US STOCKS-Wall Street flat after 4-day rally, data	b
US STOCKS SNAPSHOT-Wall St edges down after two-day rally	b
GLOBAL MARKETS-Shares, dollar tumble on Ukraine anxiety	b
Dear Abby: An Open Letter to MSNBC's Huntsman About Social Security	b
Banks to return 6 billion euros in crisis loans to ECB next week: Reuters poll	b
UPDATE 2-Nature journal retracts stem cell paper citing 'critical errors'	m
India election commission allows cbank to announce new bank licences	b
NYMEX-US crude under $106 as data shows near record Iraq exports	b
Zaki's Review: Transformers: Age of Extinction	e
NYMEX-US crude hits 9-month high amid Iraq unrest	b
UPDATE 1-US eyes bankruptcy link in GM ignition defect probe -report	t
US STOCKS-Futures imply weak open, S&P on track for down week	b
BlackBerry Wins Ruling Against Ryan Seacrest's Startup	t
Juan Pablo Posts Sweet Video After Cringeworthy 'Bachelor' Finale	e
HUFFPOLLSTER: New Polling Shows Who's Among The Newly Insured	b
Gravitational Waves: Here's Everything You Need To Know (VIDEO)	t
Reclaiming Hong Kong's June 4th	b
UniCredit says to sell DAB Bank stake to BNP Paribas	b
FOREX-Euro struggles after ECB officials reopen easing debate; yen firmer	b
UPDATE 1-GM says heads of communications and HR leaving	b
REFILE-UPDATE 3-Microsoft targeted in apparent Chinese anti-trust probe	t
UPDATE 1-Greek central bank chief Provopoulos says wants second term	b
UPDATE 2-European Factors to Watch-Ukraine worries seen denting shares	b
'Hedwig And The Angry Inch' On Broadway Is Going To Be Amazing	e
Deals of the day- Mergers and acquisitions	b
US STOCKS-Wall St snaps six-day run; Apple to split stock	b
Soybean prices fell again Tuesday as traders expect the US crop to come in at a  ...	b
Fisher: Fed intensely discussing role of repo facility in policy	b
Irish Whiskey Is Fit for More Than a Tot or Two on St. Paddy's Day	e
BoComm yuan bonds could yield 3.45 pct in Taiwan -sources	b
'Unusual' mix of negative growth, strong jobs: Fed's Kocherlakota	b
BOJ offers brighter view on economy, dashes near-term policy easing hopes	b
Dave Brockie Dead: GWAR Frontman Dies At 50	e
UPDATE 1-Mercedes recalls 284000 cars in US, Canada over tail lights	t
10 Ideas for Mother's Day Dinner	e
US STOCKS SNAPSHOT-Wall St ends down, with Nasdaq below 4000	b
US STOCKS-Wall St rises at open, S&P 500 near record	b
GRAINS-Wheat holds near 3-1/2 month low on USDA forecast	b
Cosmos Squashes Creationism Under the Weight of Evidence	t
UPDATE 3-Ray-Ban maker Luxottica to bring Google Glass to wider market	t
Next Chapter In The Global Banana Trade's Bloody History: 'Walmartization'	b
Wounded Ukrainian mayor 'stable' in Israeli hospital	b
More Than 250 New Emoji To Be Released, And We Have The List	t
UPDATE 2-US court voids man's conviction for hacking celebrities' iPads	t
Guardians of the Galaxy: They Can Guard My Galaxy Anytime	e
UPDATE 2-Cash drop in the euro zone adds to impetus for ECB action	b
Supreme Court Justices Limit Existing EPA Global Warming Rules	b
GRAINS-Corn falls to 3-1/2 month low as weather favors US crops	b
CORRECTED-UPDATE 1-Could take 5-8 years to shrink Fed portfolio -Yellen	b
Kevin Sharp Dead: Country Music Star Dies At Age 43	e
NPH Does The ALS Ice Bucket Challenge	e
US STOCKS SNAPSHOT-Wall Street ends higher on M&A, Citi earnings	b
One Squirrel Managed To Cause $300K In Damages To Building	b
UPDATE 2-British American Tobacco profit hit by strong pound	b
UPDATE 2-Yahoo amends deal with Alibaba, misses Wall St revenue target	t
CORRECTED-UPDATE 1-US war hero Louis Zamperini, inspiration for  ...	e
Johnny Weir Announces Split From Husband Victor Weir-Voronov	e
Amazon to buy live-streaming game site Twitch: WSJ	t
UPDATE 6-Toyota's $1.2 bln settlement may be model for US probe into GM	t
Target removes CEO in wake of devastating cyber attack	b
The top films at the North American box office	e
PRECIOUS-Gold dips after spike on Ukraine crash, set for first weekly fall in 7	b
Jeweler Tiffany raises full-year profit forecast	b
Autism and Anxiety: Common Companions	m
Bank Of America's $6 Billion Legal Bill Cuts Into Profit	b
Healthcare.Gov Users Told To Change Passwords After Heartbleed Review	t
UPDATE 2-China economic growth slows to 18-month low in Q1	b
UPDATE 2-AT&T threatens to sit out US spectrum auction over rules	t
Your Mac Is About To Look And Act A Lot More Like Your iPhone	t
Honda, Mazda, Nissan Recall Vehicles Over Potentially Explosive Air Bags	t
Labor Dept. Cuts Levels Of Allowable Coal Dust	m
Missing Malaysia Flight: Debris Off Australia Credible Lead In Hunt For Missing Jet	b
UPDATE 7-Brent crude falls again as Iraq supply fears ease	b
Elephants can gauge threat from human voices, study finds	t
Jennifer Lawrence Knew You Were Going To Think Her Oscars Trip Was An Act	e
Mischa Barton Stuns In Flattering Black Dress	e
Book publisher Hachette says working to resolve Amazon dispute	b
Son Of Snake Handler Killed By Snake Gets Bitten Too	e
Donetsk Republic? Pro-Russians Say Eastern Ukraine Region Independent	e
FOREX-Yen nurses losses, euro edges up as Ukraine anxiety ebbs for now	b
Welcome To The Hotel Andersonia	e
UPDATE 1-Some on downed Malaysian plane were heading to AIDS conference	m
Factbox: Energy Future Holdings and largest debtor-in-possession loans	b
UPDATE 2-Elizabeth Arden to explore strategic options as sales plunge	b
UPDATE 1-Astra gets lift in Pfizer fight as US okays heart pill	b
UN: Spread Of Polio Is A World Health Emergency	m
'Sons Of Guns' Star Will Hayden Charged With Aggravated Rape Of 12-Year-Old	e
FOREX-Euro stabilises for now but seen shackled by ECB prospects	b
Hong Kong main index hits highest since December on optimism, property gains	b
BNY Mellon says no comment on Argentina bond payment	b
Kroger to buy online retailer Vitacost.com for $280 million	b
Determined Juncker sets out case to head European Commission	b
'I'm Okay With Myself About Everything'	e
Disney's latest hero, 'Captain America,' sets box office record	e
UPDATE 1-Stockpiles of Roche Tamiflu drug are waste of money, review finds	m
UPDATE 2-US FDA approves Celgene drug for psoriatic arthritis	m
Danica McKellar Is Engaged, See Her Gorgeous Ring	e
SpaceX Rocket Launches To Space Station After Long Delay	t
Jason Aldean Is Dating Brittany Kerr After Cheating Scandal	e
GRAINS-Corn falls for 2nd day, trades near 3-1/2 month low	b
UPDATE 1-New online service disruptions in China; activists see HK protest link	b
Meet Kendall Jones, The Texan Cheerleader Whose Exotic Animal Hunts  ...	e
UPDATE 3-JPMorgan profit weaker than expected as trading revenue drops	b
NYMEX-US oil slips towards $104 as Libyan PM declares oil crisis over	b
Honduras Official: 11 Miners Still Trapped After Gold Mine Collapse	b
WRAPUP 5-Fed nods to firmer prices yet still focused on labor weakness	b
Lockheed beats Raytheon to win US 'Space Fence' contract -sources	b
US corn ratings rise above market view, soybean ratings dip	b
GRAINS-Corn falls for seventh session, bumper supplies drag	b
Uninsured Rate Falls To Lowest Since 2008: Gallup	b
Zac Efron Attacked In LA's Skid Row	e
Jon Favreau at the Writer's Guild on Sunday. Photo by Jay	e
Facebook Asked People About Click-Bait. What Happened Next Will Shock You	t
TREASURIES-Yields drop as hopes for more ECB stimulus boosts demand	b
UPDATE 2-China June HSBC flash PMI shows first expansion in 6 months as  ...	b
UPDATE 2-Pfizer walks away from $118 bln AstraZeneca takeover fight	b
European shares slip, Vodafone drops after results	b
This Pot Vending Machine Is Just As Awesome As It Sounds	b
Why On This Night Do We Ask So Many Questions?	e
US STOCKS-Wall St up on GDP data; Twitter has biggest jump ever	b
Ex-Goldman director Gupta's insider trading conviction upheld	b
UPDATE 2-Data storage firm Box files for US IPO of about $250 mln	b
Garth Ancier, David Neuman And Gary Goddard Accused Of Sexual Abuse In  ...	e
UPDATE 1-Omnicom, Twitter sign $230 mln mobile ad deal	b
Home builder sentiment slips to a year low in May	b
US STOCKS SNAPSHOT-Wall St ends nearly flat after six-day rally	b
China's State-Run Newspaper Backs 'Non-Peaceful' Steps Against Vietnam	b
CBO: Obamacare Will Cost Less Than Projected, Cover 12 Million Uninsured  ...	b
UPDATE 2-EBay beefs up US war chest in pursuit of growth	b
Senate Democrats Seek To Split GOP On Export-Import Bank	b
Exelon Corp to buy Pepco Holdings for $6.83 bln	b
Russia's Lavrov says South Stream timelines on track	b
US STOCKS-Wall Street edges lower after record; Boeing drags	b
Every Suit Barney's Ever Worn On 'How I Met Your Mother'	e
What's in a name?	e
A Brief, Delicious History Of The Great Cupcake Takeover	b
UPDATE 1-European Union moves to end smartphone patent wars	t
GLOBAL MARKETS-Stocks down on Fed official's rate hike call; sterling up	b
REFILE-Bad loan triggers key feature in ECB bank test announcement- sources	b
PRESS DIGEST - Hong Kong - May 19	b
Twitter reports $250 mln 1st quarter revenue, 255 mln users	b
US STOCKS SNAPSHOT-Tech leads Wall St higher but DuPont drags	b
Barbara Walters Reveals Her Last Day On 'The View'	e
FOREX-Dollar up on US rate speculation after Yellen comments	b
GLOBAL MARKETS-M&A talk lifts European shares, euro dips to two-week low	b
UPDATE 1-New York Times publisher denies sexism, calls Abramson bad  ...	e
Tyler, The Creator's SXSW Show Sparks Riot	e
Taylor Swift Tops Billboard's 2014 Money Makers List	e
Hacker Weev's Chilling Conviction Is Overturned	t
GRAINS-US soybean prices climb on rising Chinese imports	b
BRIEF-Shire says AbbVie Inc proposal undervalues company	b
UPDATE 1-Chrysler, Ford say Canada auto sales up on trucks	b
UPDATE 1-Key GM crisis questions: Who approved switch revision and why  ...	t
Nirvana, Kiss And The E Street Band Among Newest Rock And Roll Hall Of  ...	e
China shares up despite weak property sector; Hong Kong rises too	b
UPDATE 5-US auto sales fall short of expectations in July	b
Beyonce Tops Forbes' Celebrity 100 List	e
WRAPUP 3-Puerto Rico's electric power authority gets extension from creditors	b
DNA Study Shows Why Neanderthals, Modern Humans Are So Different	t
Yellen says making 'very meaningful' progress in US jobs market	b
Christian Pastors Warn 'Blood Moon' Is An Omen Of Armageddon And Second  ...	t
RPT-CORRECTED-UPDATE 1-Could take 5-8 years to shrink Fed portfolio -Yellen	b
UPDATE 2-Euro zone inflation drops to lowest since 2009	b
UPDATE 1-Survival rate with Medtronic's CoreValve tops surgery -study	m
REFILE-Hackers steal Domino's Pizza customer data in Europe, ransom sought	t
Air Products appoints Rockwood's Seifi Ghasemi CEO	b
Invasive Cancer Rate Drops In US	m
BNP Pleads Guilty To Criminal Charges, Agrees To Pay $8.8 Billion	b
Why Should I Get Married?	e
Cervical Cancer Rates Underestimated, Study Finds	m
Lady Gaga Says She's Submissive In Relationship With Taylor Kinney	e
ECB's negative rate experiment only partial success so far	b
Watch Denzel Washington In The First Trailer For 'The Equalizer'	e
85-Year-Old Oil Tycoon Can't Stop Tweeting At Rappers About Money	t
Red Hat CTO: 5 Business Benefits of Open Source Software	t
UPDATE 1-Oprah gives Starbucks tea push a celebrity shot with chai drink	e
Vodafone sees 2015 earnings hit by network investment	b
Argentina says debt deal between third parties would not break RUFO	b
GLOBAL MARKETS-Euro falls, stocks rise on ECB stimulus bet	b
OECD cuts global growth outlook as developing economies falter	b
'Penny Dreadful' Review: This Victorian Horror Show Is A Winner	e
Jimmy Kimmel Totally Predicted 'The Bachelorette' Finalists Months Ago	e
Ciara Gives Birth To Baby Boy With Fiance Future	e
Our Mobile Apps	b
Former NYC hospital exec charged with $5.6 mln painkiller theft	m
Walmart Suing Visa Over Credit Card Swipe Fees	b
US STOCKS-Wall St rebounds; biotech shares snap losing streak	b
UPDATE 2-Argentina bonds, stocks firm on possible deal to exit default	b
Climate Change Is Already Here, Says Massive Government Report	t
7 Companies That Aren't Waiting For Congress To Raise The Minimum Wage	b
Fairfax Financial and CEO Watsa probed for insider trading -company	b
Mila Kunis Hits The Red Carpet With Channing Tatum After Pregnancy News	e
Target: Don't Bring Guns Into Our Stores	b
ECB, BoE call for ABS rehabilitation	b
UPDATE 2-Vodafone sees 2015 earnings hit by network investment	b
NEW YORK (AP) — Keith Richards is writing a children's book. He really is.	e
UPDATE 1-'The Lego Movie', 'Game of Thrones' boost Time Warner results	b
GM's Massive Recall Takes Bite Out Of Profit	b
URGENT-Appeals court sides with Oracle in copyright suit vs. Google	t
The 5 Best Places to Celebrate St. Patrick's Day	e
UPDATE 2-US will allow some exports of a light crude oil -WSJ	b
Ryan Gosling Reportedly Wanted Rachel McAdams Kicked Off The 'Notebook' Set	e
PRECIOUS-Gold holds near 3-month high, underpinned by soft dollar	b
UPDATE 2-Disney to buy YouTube network Maker Studios for $500 mln	b
UPDATE 1-Candy Crush maker King Digital valued at more than $7 bln in IPO	b
Raising Our Voices: Join the Global Moms Relay	e
HTC debuts flagship smartphone in race against Samsung	t
Fox News' Bob Beckel Calls The Bachelorette A 'Slut'	e
'Transcendence' Review: It's Like A Clunky TED Talk	e
UPDATE 4-UnitedHealth: New hepatitis C drug costs far more than forecast	b
'Guardians Of The Galaxy 2' Officially Coming On July 28, 2017	e
UPDATE 1-Motorcycling-Marquez wins in Texas to extend perfect start	t
GLOBAL MARKETS-Japan tech shares slip; others relieved at US jobs	b
PRECIOUS-Gold rises 1.3 pct on Ukraine tension; palladium up	b
UPDATE 2-Deutsche Bank opens door to new capital increase	b
Amazon Prime Just Got Way Better With A Ton Of Old HBO Shows	e
UPDATE 1-US money manager pleads guilty in long-running fraud case	b
Fed's George says rate hike possible this year - Dow Jones	b
TREASURIES-Yields rise from one-year lows	b
UPDATE 2-GE profit rises 13 pct, expects retail finance IPO end-July	b
UPDATE 4-Seized oil tanker Morning Glory arrives in Libyan capital	b
Maersk's shipping profit doubles on Europe-Asia demand	b
'Fast 7' Will Use Body Doubles, CGI To Dub Missing Paul Walker Scenes	e
FOREX-Euro subdued by German data, dollar holds on to recent gains	b
FOREX-Dollar rises on US rate speculation after Yellen comments	b
Fed Cuts Stimulus By Another $10 Billion	b
HBO Releases New 'Game Of Thrones' Season 4 Trailer With More Action And  ...	e
UPDATE 1-Google removes first search results after EU ruling	t
UPDATE 9-Oil prices climb again amid escalating violence in Iraq	b
'Neighbors' Parties Its Way To The Top Of The Weekend Box Office	e
CORRECTED-Men's Wearhouse seals $1.8 billion deal to buy Jos. A. Bank	b
UPDATE 1-French fin min sees progress towards 'more equitable' US fine for  ...	b
'Godfather' Of House Music Dies At 59	e
Remembering Michael Jackson, Five Years After His Death	e
'Goonies 2' Is Happening According To Richard Donner	e
China shares slip despite property gains, Hong Kong flat	b
UPDATE 2-US senator demands compensation fund for recalled GM cars	t
UPDATE 3-As Putin looks east, China and Russia sign huge gas supply deal	b
UPDATE 1-Medtronic valve for heart defects works well a year later-study	m
UPDATE 2-Rescuers free 3 trapped Honduran miners, 8 still missing	b
UPDATE 2-Mattel sales fall as Barbie stumbles again	b
US STOCKS SNAPSHOT-Wall St opens lower as earnings loom	b
There's Now A PlayStation You Can Wear On Your Face	t
'Foxcatcher' wrestles with demons at Cannes film festival	e
Obamacare Doctor Shortage Predictions Were Overhyped	b
UPDATE 3-Canada's SNC-Lavalin to buy UK's Kentz for $2 billion	b
US STOCKS SNAPSHOT-Wall St ends down; S&P has worst week since 2012	b
Maundy Thursday 2014: The History Behind The Holy Thursday Before Easter	e
Maureen Dowd Eats Some Pot Candy, Succumbs To Reefer Madness	e
Nikkei hits 3-wk high on US data, Renesas jumps on Apple report	b
Japan June flash manufacturing PMI shows first expansion in 3 months	b
FOREX-Dollar underpinned by inflation data, all eyes on Fed	b
GLOBAL MARKETS-Euro soft as yields slip, China spending talk aids stocks	b
Spain banks' ECB borrowing falls for 19th month in March	b
WRAPUP 7-US job growth surges, unemployment rate near six-year low	b
Amazon to unveil smartphone in time for holidays -WSJ	t
'Modern Family' wins Emmy for best comedy series	e
Johnny Depp Sort Of Confirms Engagement Rumors By Wearing 'Chick's Ring'	e
UPDATE 4-Britain could intervene in Pfizer bid for AstraZeneca -minister	b
India cbank chief says current policy rate appropriately set	b
FOREX-Dollar strength ebbs, threats of ECB action keep euro subdued	b
US STOCKS-Weak earnings weigh on futures after rally	b
The Best Twitter Reactions To Last Night's Explosive 'Scandal' Season Finale	e
Google Buys Drone-Maker For Supposedly Non-Evil Reasons	t
Fitch: JPMorgan 1Q'14 Results Hurt by Weaker Mortgage Production and Fixed  ...	b
Cynical? Why It Might Be Bad For Your Brain	m
Morgan Stanley first-quarter earnings up 49 pct	b
'Game Of Thrones' Actress Maisie Williams Says Arya Stark Has New Priorities In  ...	e
GLOBAL MARKETS-Stocks put aside US growth shock, UK eyed	b
NASA's LADEE Moon-Orbiting Space Probe Smashes Into Lunar Surface	t
Things I Learned From James Franco	e
$10 Bought You A Round Trip Flight In 1914	b
11 Things to Do This Mothers Day to 'Mother Yourself'	e
UPDATE 2-Slower US healthcare cost rise extending life of Medicare fund  ...	b
'Unusual' mix of negative growth, strong jobs -Fed's Kocherlakota	b
Latest Reason To Quit Hotmail: Microsoft Admits To Spying On It	t
UPDATE 1-US to allow some people to enroll in Obamacare after deadline	b
Instagram Introduces 10 New Features	t
How Tina Fey And Bryan Cranston Helped Jon Hamm Say Goodbye To 'Mad Men'	e
FOREX-Dollar falls on strong euro zone data despite positive US signs	b
String Cover Of 'Happy' Is Too Perfect For International Day of Happiness	e
EM ASIA FX-Won, rupiah and Philippine peso retreat	b
UPDATE 2-US court refuses to revive Samsung patent case against Apple	t
VMware revenue rises 14 pct on higher cloud software demand	b
Air Pollution Kills 7 Million People Every Year, World Health Organization Report  ...	m
UPDATE 1-Value of Canadian building permits jumps 13.5 percent in June	b
Plunge in Erste Bank halts European stocks rally	b
TREASURIES-10-year yields tumble to 10-month low in line with Germany	b
UPDATE 1-Capital One profit beats estimates due to lower provision	b
UPDATE 2-Obama-era trade law survives Chinese appeal at WTO	b
Gary Oldman Doesn't Get Free Speech	e
PRECIOUS-Gold edges up as investors digest Yellen comments	b
Brent rises above $113, holds near nine-month top as Iraq violence intensifies	b
A Timeless Gift	t
Watch This Video And You'll Never Again Text While Driving	t
GLOBAL MARKETS-Stocks down on Fed official's rate hike call; sterling rises	b
Fed could fall behind the curve, Bullard warns	b
US STOCKS-Wall St ends flat after six-day rally, energy rises	b
US STOCKS-Nasdaq marks worst day since Nov. 2011 as biotechs sink	b
UPDATE 1-Zynga names former Best Buy executive chief financial officer	b
Mila Kunis Explains How Ashton Kutcher Went From Friend To Fiance, Talks  ...	e
Here's Everything Wrong With 'Spider-Man 3'	e
Burger King Offers To Cater Kim Kardashian, Kanye West Wedding	e
UPDATE 1-Outkast goes back to 1990s hip hop at Coachella reunion	e
Rory Culkin: As A Kid, I Read Scripts Instead Of Books	e
Noel Wells, John Milhiser & Nasim Pedrad Out At 'Saturday Night Live'	e
WASHINGTON (AP) — The United States is urging Turkey to restore access to  ...	b
World Leaders, Intellectuals React To Gabriel García Márquez's Death	e
US STOCKS-Wall St gains on earnings; S&P up for 6th straight day	b
Pamela Anderson Shares Harrowing Account Of Childhood Sex Abuse	e
UPDATE 1-Little hope for eight trapped Honduran miners	b
Medtronic valve for congenital heart defects works well a year later - study	m
FOREX-Euro off to subdued start, PMIs in focus this week	b
Facebook Pride Stickers Debut In Honor Of LGBT Pride Month	t
Big Asteroid To Eclipse Bright Star 'Regulus' In Rare Celestial Sight Thursday  ...	t
Autism Rate Has Increased -- 1 In 68 Kids Now Identified With The Disorder	m
FOREX-China's yuan resumes slide, yen gains broadly	b
Hungary loans measure could cost banks up to HUF 600-900 bln -cbank	b
PRECIOUS-Gold slips ahead of Fed on stronger dollar, fund outflows	b
Andrew Garfield Gives The Performance Of His Career In Arcade Fire's 'We Exist  ...	e
UPDATE 1-Teva willing to post bond to suspend decision on Copaxone	b
A Year After Deadly Collapse, Bangladesh's Garment Industry Remains Broken	b
RPT-CNPC-Gazprom Deal a Medium-Term Positive for China's Gas Sector	b
'Grease Live' Dances Its Way To Fox	e
While that's not live TV, which Aereo offered, for many it's a good-enough  ...	t
GLOBAL MARKETS-Asian shares up on Yellen, China trade data, Ukraine	b
RPT-Fitch Affirms Sanasa Development Bank at 'BB+(lka)'/Stable	b
'Veep' Season 3 Episode 3 Recap: Selina Dominates The Diss Rankings	e
USA v Germany will be out of this world for ISS astronauts	t
RPT--WHO finds Indian cities have dirtiest air; Chinese data foggy	t
Trading was quiet ahead of the Memorial Day holiday.	b
Hillary Clinton Is Going On Fox News To Promote Her New Book	b
Rolls Royce sells energy gas turbine business to Siemens	b
UPDATE 2-US appeals court revives Apple patent lawsuit against Google	t
UPDATE 2-Alcoa to close smelter in Italy, take 3rd-quarter charge	b
Nearly 16 Percent Of China's Soil Is Polluted, Government Says	b
Lululemon CEO sets sights on accelerating growth; shares surge	b
US Fed proposes rule to limit size of merged banks	b
Fitch Affirms OP-Pohjola at 'A+; Outlook Stable	b
BREAKINGVIEWS-Ranbaxy sale shows risk in Japanese M&A adventures	b
UPDATE 1-Lithuania ready to adopt euro from 2015, Commission says	b
MARKET EYE-Indian bond yields inch higher tracking US peers, oil	b
China shares gain on urbanisation plans, Hong Kong falls to 5-week low	b
Ebola Death Toll Rises To 467 In West Africa	m
CORRECTED-AT&T says it will be the first carrier to sell LG smartwatch	t
US STOCKS-Dow, S&P 500 end at record highs; Internet names jump	b
UPDATE 2-Google Q1 revenue misses Wall Street targets	b
UPDATE 2-Italian court gives Dolce and Gabbana suspended 18-month jail term  ...	e
UPDATE 2-Mt. Gox files US bankruptcy, opponents call it a ruse	t
BOJ's Kuroda says positive cycle driving Japan economy	b
UPDATE 1-ASML sees slower Q2 sales, revises first-half outlook	b
US STOCKS SNAPSHOT-Wall St opens flat with data on tap	b
UPDATE 3-T-Mobile leads industry in subscriber additions	t
US STOCKS-S&P 500 and Nasdaq gain, but investors cautious	b
Megan Fox Posts Makeup-Free Selfie After Joining Instagram	e
That Android Anti-Virus App You Paid $4 For? Yeah, It's A Scam.	t
EMC's first-quarter revenue rises two percent	b
Take A Look At These Hair-Raising 'Rosemary's Baby' Clips	e
UPDATE 3-FTC officials back Tesla's direct-to-consumer car sales model	t
